Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-10-27,1:21 PM,Lunch,Extra Virgin Olive Oil,1.00 tsp,39.78,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.71,0.04,0.0,,0.03,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.28,0.47,0.62,0.01,0.03,0.03,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-27,9:35 AM,Breakfast,"Parsnip, Cooked",0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vegetables and Vegetable Products
2025-10-27,9:35 AM,Breakfast,"Maitake Mushrooms, Raw",75.00 g,23.25,0.0,0.0,5.78,55.55,67.78,0.01,0.2,5.07,0.2,0.05,0.0,15.75,0.0,0.0,47.88,0.01,0.0,0.0,0.2,,0.16,8.25,0.04,54.0,195.0,2.48,0.0,0.57,4.95,2.3,2.26,0.12,0.76,1.55,0.2,0.0,0.03,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.02,0.04,0.05,0.07,0.08,0.01,0.05,1.65,0.08,0.03,0.06,0.08,Vegetables and Vegetable Products
2025-10-27,9:36 AM,Breakfast,"Beans, White, Boiled",200.00 g,278.0,0.0,0.0,,,126.16,0.24,0.09,0.28,0.46,0.19,0.0,162.0,0.0,0.0,0.0,1.88,7.0,180.0,0.57,0.2,7.4,126.0,1.27,226.0,1122.0,2.6,12.0,2.76,50.18,13.8,,,,0.68,0.7,0.0,0.06,0.3,0.18,,,0.14,0.0,0.0,,0.0,,0.21,0.54,0.86,1.55,1.34,0.29,1.05,19.46,0.82,0.23,0.55,1.02,Legumes and Legume Products
2025-10-28,5:32 PM,Dinner,"Nordic Naturals, Omega-3, Lemon Liquid",0.03 tsp (5 mL),1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.75,,,0.0,0.0,0.04,,0.01,0.02,,,,,,,,,,,,,,,,Supplements
2025-10-28,1:21 PM,Lunch,"Fennel Bulb, Cooked from Fresh",75.00 g,36.75,0.0,0.0,3.98,30.71,62.71,0.01,0.03,0.68,0.28,0.05,0.0,21.0,51.31,9.23,0.0,0.69,74.33,55.5,0.07,,0.83,18.75,0.23,53.25,441.0,0.83,36.75,0.23,8.64,3.68,2.37,1.31,3.2,1.77,0.24,0.0,0.08,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.07,0.06,0.01,0.04,1.47,0.04,0.02,0.02,0.06,Vegetables and Vegetable Products
2025-10-28,1:21 PM,Lunch,"Celeriac, Celery Root, Cooked from Fresh",50.00 g,13.5,0.0,0.0,3.35,0.0,46.15,0.01,0.02,0.21,0.1,0.05,0.0,1.5,0.0,1.8,0.0,0.18,20.5,13.0,0.02,,0.22,6.0,0.05,33.0,86.5,0.2,30.5,0.1,2.95,0.6,0.55,0.06,0.45,1.79,0.1,0.0,0.02,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.02,0.01,0.02,0.48,0.02,0.01,0.01,0.02,Vegetables and Vegetable Products
2025-10-28,1:22 PM,Lunch,"Radis, Cru",50.00 g,8.0,0.0,0.0,0.75,0.0,47.64,0.01,0.02,0.13,0.08,0.04,0.0,12.5,0.17,7.4,0.0,0.0,0.7,12.5,0.03,,0.17,5.0,0.03,10.0,116.5,0.3,19.5,0.14,1.7,0.8,0.8,0.0,0.0,0.93,0.05,0.0,0.01,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.34,0.01,0.0,0.0,0.02,Vegetables and Vegetable Products
2025-10-28,1:22 PM,Lunch,"Cucumber, Raw, With Peel",200.00 g,28.0,0.0,0.0,2.6,4.12,191.74,0.05,0.07,0.2,0.52,0.08,0.0,14.0,10.58,5.6,0.0,0.06,48.0,32.0,0.13,,0.0,20.0,0.17,46.0,340.0,0.6,4.0,0.4,5.9,2.28,1.88,0.4,0.28,3.34,0.36,0.0,0.02,0.1,0.12,0.0,0.02,0.02,0.0,0.0,0.09,0.0,0.09,0.01,0.02,0.04,0.06,0.06,0.01,0.04,1.26,0.04,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-10-28,1:23 PM,Lunch,"A2, Whole Milk, Vitamin D Ultra-Pasterized",80.00 g,53.33,,,,,70.5,0.04,0.14,0.07,0.3,0.03,0.36,4.0,38.0,0.4,33.33,0.06,0.24,100.0,0.02,27.44,0.02,8.0,0.0,67.2,133.33,2.96,43.33,0.3,4.33,0.0,,,,4.0,3.0,11.67,0.65,0.16,1.67,0.0,0.06,,,,0.1,,,0.02,0.08,0.13,0.24,0.21,0.07,0.13,2.67,0.11,0.03,0.13,0.16,Dairy and Egg Products
2025-10-28,1:37 PM,Lunch,"Asparagus, Cooked from Fresh",30.00 g,6.6,0.0,0.0,1.35,6.0,27.79,0.05,0.04,0.33,0.07,0.02,0.0,44.7,15.1,2.31,0.0,0.45,15.18,6.9,0.05,0.24,0.27,4.2,0.05,16.2,67.2,1.83,4.2,0.18,1.23,0.6,0.5,0.1,0.0,0.39,0.07,0.0,0.0,0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.04,0.03,0.01,0.02,0.72,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-10-28,1:37 PM,Lunch,Organic Whey Company- GH,0.60 Serving,59.4,,,,,,,,,,,0.3,,,,,,,95.4,,,,,,54.0,,,18.0,,1.26,0.84,,,,0.6,0.6,24.0,,,0.48,,,,,,,,,0.07,0.18,0.59,1.19,0.92,0.25,0.32,11.76,0.85,0.19,0.32,0.56,
2025-10-28,5:32 PM,Dinner,"Macadamia Nuts, Raw",10.00 g,66.9,0.0,0.0,4.2,26.3,0.18,0.12,0.02,0.25,0.08,0.03,0.0,1.1,0.0,0.12,0.0,0.05,0.0,5.3,0.04,,0.19,10.7,1.13,20.8,37.3,3.26,0.0,0.12,2.41,0.76,0.75,0.0,0.11,0.46,6.49,0.0,5.05,0.13,1.03,0.0,0.02,0.02,0.0,0.0,0.11,0.0,0.11,0.0,0.02,0.03,0.06,0.0,0.0,0.07,0.78,0.04,0.01,0.05,0.04,Nut and Seed Products
2025-10-28,5:56 PM,Dinner,Miso Paste,1.00 tsp,11.34,0.0,0.0,0.81,17.08,2.46,0.01,0.01,0.05,0.02,0.01,0.0,1.09,0.25,0.0,0.0,0.0,1.68,3.27,0.02,,0.14,2.75,0.05,9.11,12.03,0.4,213.59,0.15,1.45,0.31,0.27,0.04,0.85,0.36,0.34,0.0,0.06,0.17,0.06,0.0,0.02,0.02,0.0,0.0,0.14,0.0,0.14,0.0,0.01,0.03,0.05,0.03,0.01,0.03,0.73,0.03,0.01,0.02,0.03,Spices and Herbs
2025-10-28,5:35 PM,Dinner,"Venison or Deer, Ground",190.00 g,355.3,0.0,0.0,0.19,0.0,122.04,0.96,0.62,17.59,1.44,0.89,4.41,15.2,0.0,0.0,0.0,1.29,2.66,26.6,0.19,,6.37,45.6,0.02,433.2,691.6,19.57,148.2,9.88,0.0,0.0,0.0,0.0,0.0,0.0,15.62,186.2,3.68,0.84,7.59,0.49,0.18,0.18,0.0,0.0,0.47,0.15,0.31,0.47,1.5,2.15,3.82,4.07,1.17,1.9,50.26,1.9,0.44,1.57,2.43,"Lamb, Veal, and Game Products"
2025-10-28,5:35 PM,Dinner,"Green Beans, Cooked from Fresh",10.00 g,3.5,0.0,0.0,1.35,3.9,8.92,0.01,0.01,0.06,0.01,0.01,0.0,3.3,3.17,0.97,0.0,0.05,4.79,4.4,0.01,0.06,0.07,1.8,0.03,2.9,14.6,0.02,0.1,0.03,0.79,0.32,0.26,0.06,0.12,0.36,0.03,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.19,0.01,0.0,0.0,0.01,Vegetables and Vegetable Products
2025-10-28,5:36 PM,Dinner,Brown Shimeji Mushrooms,100.00 g,40.0,,,,,,,,,,,,,,,40.0,,,0.0,,,0.54,,,,564.0,,0.0,,0.0,3.0,,,,0.0,0.5,0.0,,,0.0,0.0,,,,,,,,,,,,,,,2.0,,,,,Vegetables and Vegetable Products
2025-10-28,5:36 PM,Dinner,"Cabbage, Green, Cooked",70.00 g,16.1,0.0,0.0,1.75,1.54,64.8,0.04,0.03,0.17,0.12,0.08,0.0,21.0,2.8,26.25,0.0,0.1,76.09,33.6,0.01,0.07,0.12,10.5,0.14,23.1,137.2,0.42,5.6,0.14,3.86,1.33,1.25,0.08,0.0,1.95,0.04,0.0,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.03,0.01,0.02,0.89,0.02,0.01,0.01,0.03,Vegetables and Vegetable Products
2025-10-28,5:37 PM,Dinner,"Cabbage, Red, Cooked",60.00 g,17.4,0.0,0.0,1.5,1.2,54.5,0.04,0.04,0.23,0.09,0.14,0.0,14.4,1.0,20.64,0.0,0.07,28.56,25.2,0.03,,0.4,10.2,0.13,19.8,157.2,1.38,16.8,0.15,4.16,1.56,0.87,0.69,0.0,1.99,0.05,0.0,0.0,0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.03,0.01,0.02,0.91,0.02,0.01,0.01,0.03,Vegetables and Vegetable Products
2025-10-28,5:37 PM,Dinner,"Ocado, Mixed Leaf Salad",60.00 g,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,1.74,0.9,,,,0.84,0.15,,,,0.03,,,,,,,,,,,,,,,,0.72,,,,,Vegetables and Vegetable Products
2025-10-28,5:37 PM,Dinner,Vinaigrette homemade customGH,1.00 full recipe,20.4,0.0,0.0,0.76,0.09,0.36,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.22,0.03,0.0,0.33,1.38,0.34,0.0,,0.03,0.23,0.01,0.57,1.01,0.13,12.01,0.0,0.03,0.02,0.01,0.0,0.01,0.01,2.28,0.0,1.66,0.24,0.31,0.0,0.02,0.02,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,
2025-10-28,5:38 PM,Dinner,"A2, Whole Milk, Vitamin D Ultra-Pasterized",45.00 g,30.0,,,,,39.66,0.02,0.08,0.04,0.17,0.02,0.2,2.25,21.38,0.23,18.75,0.03,0.14,56.25,0.01,15.43,0.01,4.5,0.0,37.8,75.0,1.67,24.38,0.17,2.44,0.0,,,,2.25,1.69,6.56,0.37,0.09,0.94,0.0,0.03,,,,0.05,,,0.01,0.04,0.07,0.13,0.12,0.04,0.07,1.5,0.06,0.02,0.07,0.09,Dairy and Egg Products
2025-10-28,1:20 PM,Lunch,Brown Shimeji Mushrooms,20.00 g,8.0,,,,,,,,,,,,,,,8.0,,,0.0,,,0.11,,,,112.8,,0.0,,0.0,0.6,,,,0.0,0.1,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.4,,,,,Vegetables and Vegetable Products
2025-10-28,5:57 PM,Dinner,"Tofu, Silken, Not Cooked",3.00 g,1.86,0.0,0.0,0.16,3.72,2.62,0.0,0.0,0.01,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.01,0.06,0.96,0.01,,0.03,0.81,0.01,2.7,5.82,0.28,1.08,0.02,0.07,0.0,0.0,0.0,0.03,0.04,0.08,0.0,0.02,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.04,0.0,0.04,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.21,0.01,0.0,0.01,0.01,Legumes and Legume Products
2025-10-28,5:34 PM,Dinner,Extra Virgin Olive Oil,0.75 tsp,29.83,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,2.03,0.03,0.0,,0.02,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,2.46,0.36,0.47,0.01,0.03,0.03,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-28,1:20 PM,Lunch,"Broccoli, Cooked From Fresh",59.00 g,20.65,0.0,0.0,2.6,10.4,52.66,0.04,0.07,0.33,0.36,0.12,0.0,63.72,45.68,38.29,0.0,1.19,83.19,23.6,0.04,0.3,0.4,12.39,0.11,39.53,172.87,0.94,24.19,0.27,4.24,1.95,1.74,0.21,0.0,0.82,0.24,0.0,0.02,0.1,0.05,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.09,0.09,0.03,0.07,1.4,0.06,0.02,0.04,0.08,Vegetables and Vegetable Products
2025-10-28,1:18 PM,Lunch,Walnuts,21.00 g,142.59,0.0,0.0,15.54,140.7,0.66,0.05,0.03,0.26,0.12,0.14,0.0,20.58,0.21,0.27,0.0,0.15,0.36,18.48,0.25,,0.47,29.82,0.63,76.65,89.04,1.03,0.0,0.58,2.29,1.09,0.78,0.32,0.01,0.55,14.65,0.0,2.02,10.36,1.27,0.0,1.99,1.99,0.0,0.0,8.37,0.0,8.37,0.04,0.07,0.11,0.21,0.08,0.04,0.13,3.06,0.09,0.03,0.09,0.13,Nut and Seed Products
2025-10-28,1:20 PM,Lunch,Black Bean Patties Custom GH,200.00 g,120.57,0.0,0.0,1.84,9.97,117.11,0.39,0.19,1.01,0.68,0.14,0.14,227.31,21.79,0.76,149.36,1.44,5.21,62.62,0.31,6.27,2.87,103.72,0.66,225.7,399.38,5.65,32.49,1.76,23.9,7.88,0.27,0.06,0.1,1.45,1.93,47.3,0.52,0.19,0.42,0.0,0.01,0.01,0.0,0.0,0.17,0.02,0.15,0.04,0.04,0.09,0.14,0.12,0.05,0.09,8.65,0.08,0.02,0.07,0.1,
2025-10-28,9:56 AM,Breakfast,"Nordic Naturals, Omega-3, Lemon Liquid",0.03 tsp (5 mL),1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.75,,,0.0,0.0,0.04,,0.01,0.02,,,,,,,,,,,,,,,,Supplements
2025-10-28,9:56 AM,Breakfast,Extra Virgin Olive Oil,1.00 tsp,39.78,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.71,0.04,0.0,,0.03,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.28,0.47,0.62,0.01,0.03,0.03,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-28,9:57 AM,Breakfast,Natto,42.00 g,88.62,0.0,0.0,23.52,56.7,23.11,0.07,0.08,0.0,0.09,0.05,0.0,3.36,0.0,5.46,0.0,0.0,9.7,91.14,0.28,,3.61,48.3,0.64,73.08,306.18,3.7,2.94,1.27,5.33,2.27,1.49,0.78,1.93,2.05,4.62,0.0,1.02,2.61,0.67,0.0,0.31,0.31,0.0,0.0,2.27,0.0,2.27,0.09,0.22,0.39,0.63,0.48,0.09,0.4,8.15,0.34,0.09,0.23,0.43,Legumes and Legume Products
2025-10-28,1:20 PM,Lunch,"Potatoes, Baked, Flesh and Skin, Without Salt",100.00 g,93.0,0.0,0.0,29.77,46.0,74.89,0.06,0.05,1.41,0.38,0.31,0.0,28.0,0.5,9.6,0.0,0.04,2.0,15.0,0.12,1.0,1.08,28.0,0.22,70.0,535.0,0.4,10.0,0.36,21.15,2.2,1.62,0.58,17.27,1.18,0.13,0.0,0.0,0.06,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.12,0.13,0.04,0.1,2.5,0.08,0.03,0.06,0.13,Vegetables and Vegetable Products
2025-10-28,9:57 AM,Breakfast,"Egg, Raw",57.00 g,88.35,0.0,0.0,0.0,0.0,42.53,0.04,0.29,0.04,0.8,0.07,0.63,25.08,85.12,0.0,49.59,0.59,0.17,28.5,0.01,28.04,0.68,5.7,0.01,98.04,71.82,17.56,70.68,0.6,0.64,0.0,0.0,0.0,0.0,0.64,6.05,212.61,2.32,0.81,1.86,0.0,0.04,0.01,0.02,0.0,0.75,0.08,0.66,0.17,0.17,0.39,0.61,0.52,0.22,0.38,7.17,0.34,0.09,0.29,0.44,Dairy and Egg Products
2025-10-28,10:00 AM,Breakfast,Rutabaga and Potatoes Gratin custom_GH,160.00 g,105.45,0.0,0.0,21.59,17.52,134.8,0.12,0.06,1.17,0.31,0.26,0.02,26.52,3.5,28.73,0.27,0.52,3.56,48.21,0.11,1.02,0.97,30.38,0.21,90.17,521.02,1.41,39.15,0.45,17.68,2.59,1.33,0.28,10.64,3.48,2.83,1.12,1.52,0.6,0.56,0.02,0.09,0.09,0.0,0.0,0.46,0.0,0.46,0.04,0.08,0.15,0.22,0.2,0.05,0.15,3.37,0.13,0.05,0.12,0.18,
2025-10-28,10:00 AM,Breakfast,"Beans, Black, Mature seeds, Cooked, Boiled without Salt",33.00 g,43.56,0.0,0.0,23.76,43.41,21.69,0.08,0.02,0.17,0.08,0.02,0.0,49.17,0.27,0.0,0.0,0.29,1.09,8.91,0.07,,0.69,23.1,0.15,46.2,117.15,0.4,0.33,0.37,7.82,2.87,2.77,0.1,3.0,0.21,0.18,0.0,0.02,0.08,0.05,0.0,0.03,0.03,0.0,0.0,0.04,0.0,0.04,0.03,0.08,0.13,0.23,0.2,0.04,0.16,2.92,0.12,0.03,0.08,0.15,Legumes and Legume Products
2025-10-28,10:01 AM,Breakfast,"Beans, White, Boiled",33.00 g,45.87,0.0,0.0,,,20.82,0.04,0.02,0.05,0.08,0.03,0.0,26.73,0.0,0.0,0.0,0.31,1.16,29.7,0.09,0.03,1.22,20.79,0.21,37.29,185.13,0.43,1.98,0.46,8.28,2.28,,,,0.11,0.12,0.0,0.01,0.05,0.03,,,0.02,0.0,0.0,,0.0,,0.03,0.09,0.14,0.26,0.22,0.05,0.17,3.21,0.13,0.04,0.09,0.17,Legumes and Legume Products
2025-10-28,10:01 AM,Breakfast,"Chickpeas, Canned, Drained and Rinsed",33.00 g,45.87,0.0,0.0,2.97,28.33,22.02,0.01,0.0,0.05,0.08,0.04,0.0,15.84,0.39,0.03,0.0,0.1,1.12,13.2,0.09,,0.34,9.37,0.25,28.38,45.21,1.02,66.66,0.24,7.43,2.11,1.98,0.14,4.55,1.32,0.91,0.0,0.16,0.32,0.07,0.0,0.01,0.01,0.0,0.0,0.25,0.0,0.25,0.03,0.06,0.1,0.17,0.16,0.03,0.13,2.33,0.09,0.02,0.06,0.1,Legumes and Legume Products
2025-10-28,9:57 AM,Breakfast,"Rice, White, Long-Grain, Regular, Enriched, Cooked",20.00 g,26.0,0.0,0.0,0.48,8.96,13.69,0.03,0.0,0.3,0.08,0.02,0.0,8.56,0.0,0.0,0.0,0.01,0.0,2.0,0.01,,0.24,2.4,0.09,8.6,7.0,1.5,0.2,0.1,5.63,0.07,0.07,0.0,4.6,0.01,0.06,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.02,0.01,0.03,0.54,0.02,0.01,0.02,0.03,Cereal Grains and Pasta
2025-10-28,10:02 AM,Breakfast,Tempeh,40.00 g,76.8,0.0,0.0,22.4,37.93,23.86,0.03,0.14,1.06,0.11,0.09,0.03,9.6,0.0,0.0,0.0,0.14,7.7,44.4,0.22,,1.08,32.4,0.52,106.4,164.8,0.0,3.6,0.46,3.06,1.46,0.8,0.66,0.48,1.1,4.32,0.0,1.28,1.72,1.02,0.0,0.1,0.1,0.0,0.0,1.5,0.0,1.5,0.08,0.19,0.35,0.57,0.36,0.07,0.36,8.12,0.32,0.08,0.27,0.37,Vegetables and Vegetable Products
2025-10-28,10:02 AM,Breakfast,Brown Shimeji Mushrooms,50.00 g,20.0,,,,,,,,,,,,,,,20.0,,,0.0,,,0.27,,,,282.0,,0.0,,0.0,1.5,,,,0.0,0.25,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,Vegetables and Vegetable Products
2025-10-28,10:03 AM,Breakfast,"Tomato Raw, Includes Cherry, Grape, Roma",35.00 g,6.3,0.0,0.0,1.96,1.33,33.08,0.01,0.01,0.21,0.03,0.03,0.0,5.25,14.57,4.79,0.0,0.19,2.77,3.5,0.02,0.11,0.09,3.85,0.04,8.4,82.95,0.0,1.75,0.06,1.36,0.42,0.37,0.05,0.0,0.92,0.07,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.31,0.01,0.0,0.0,0.01,Vegetables and Vegetable Products
2025-10-28,10:21 AM,Breakfast,"Okra, Cooked from Fresh",100.00 g,22.0,0.0,0.0,61.5,6.54,92.57,0.13,0.06,0.87,0.21,0.19,0.0,46.0,14.17,16.3,0.0,0.27,40.0,77.0,0.09,1.0,0.28,36.0,0.29,32.0,135.0,0.4,6.0,0.43,4.51,2.5,1.79,0.71,0.34,2.01,0.21,0.0,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.02,0.03,0.07,0.1,0.08,0.02,0.06,1.87,0.06,0.02,0.08,0.09,Vegetables and Vegetable Products
2025-10-28,10:21 AM,Breakfast,"Eden Organic, Pinto Beans",1.00 x 0.5 Cup (125 mL),110.0,,,,,,,,,,,,,0.0,,,,,60.0,,,2.7,,,,,,15.0,,18.0,6.0,,,,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,6.0,,,,,Legumes and Legume Products
2025-10-28,1:18 PM,Lunch,Extra Virgin Olive Oil,2.00 tsp,79.56,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,5.42,0.09,0.0,,0.05,0.0,0.0,0.0,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.57,0.95,1.24,0.01,0.07,0.07,0.0,0.0,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-28,1:19 PM,Lunch,"Eden Organic, Pinto Beans",1.00 x 0.5 Cup (125 mL),110.0,,,,,,,,,,,,,0.0,,,,,60.0,,,2.7,,,,,,15.0,,18.0,6.0,,,,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,,,,6.0,,,,,Legumes and Legume Products
2025-10-28,1:19 PM,Lunch,"Squash, Winter, Butternut, Cooked, Baked, without Salt",100.00 g,40.0,,,,,87.8,0.07,0.02,0.97,0.36,0.12,,19.0,558.0,15.1,,1.29,1.0,41.0,0.06,,0.6,29.0,0.17,27.0,284.0,0.5,4.0,0.13,10.49,3.2,,,5.32,1.97,0.09,,0.01,0.04,0.02,,0.02,,,,0.01,,,0.01,0.02,0.04,0.05,0.03,0.01,0.04,0.9,0.03,0.01,0.03,0.04,Vegetables and Vegetable Products
2025-10-28,10:02 AM,Breakfast,"Spinach, Cooked from Fresh",150.00 g,34.5,0.0,0.0,690.0,10.95,136.82,0.14,0.35,0.74,0.22,0.36,0.0,219.0,786.0,14.7,0.0,3.12,740.4,204.0,0.26,5.85,5.36,130.5,1.4,84.0,699.0,2.25,105.0,1.14,5.63,3.6,3.14,0.46,0.0,0.65,0.39,0.0,0.01,0.16,0.06,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.23,0.35,0.27,0.08,0.2,4.46,0.19,0.06,0.17,0.25,Vegetables and Vegetable Products
2025-10-29,2:21 PM,Lunch,"Spinach, Raw",100.00 g,22.0,0.0,0.0,1145.0,8.0,92.43,0.08,0.19,0.51,0.07,0.21,0.0,113.0,306.17,30.3,0.0,1.96,482.9,67.0,0.08,6.0,1.05,93.0,0.43,41.0,460.0,0.0,107.0,0.42,2.64,1.59,1.21,0.38,0.1,0.42,0.6,0.0,0.02,0.25,0.1,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.15,0.23,0.18,0.05,0.13,2.91,0.12,0.04,0.11,0.16,Vegetables and Vegetable Products
2025-10-29,2:22 PM,Lunch,Springroll-custom-GHKJ,100.00 g,202.59,0.0,0.0,2.0,15.76,32.47,0.2,0.44,5.14,5.71,0.36,1.37,81.2,8.28,4.32,37.56,0.02,5.23,101.05,1.57,,3.08,50.71,1.23,209.44,486.49,24.56,5.73,3.19,23.59,5.28,0.67,0.05,15.31,0.75,7.71,0.0,1.71,4.25,1.14,0.0,0.51,0.01,0.0,0.0,3.73,0.0,0.02,0.21,0.4,0.7,1.09,0.89,0.2,0.72,16.34,0.62,0.2,0.5,0.76,
2025-10-29,2:22 PM,Lunch,"Macadamia Nuts, Raw",20.00 g,133.8,0.0,0.0,8.4,52.6,0.37,0.24,0.03,0.49,0.15,0.06,0.0,2.2,0.0,0.24,0.0,0.11,0.0,10.6,0.09,,0.38,21.4,2.26,41.6,74.6,6.52,0.0,0.24,4.82,1.51,1.5,0.01,0.21,0.91,12.99,0.0,10.09,0.26,2.07,0.0,0.04,0.04,0.0,0.0,0.22,0.0,0.22,0.0,0.04,0.06,0.12,0.0,0.0,0.13,1.56,0.07,0.01,0.1,0.07,Nut and Seed Products
2025-10-29,3:01 PM,Lunch,"Taro, raw",100.00 g,112.0,,,,,70.64,0.09,0.03,0.6,0.3,0.28,,22.0,4.0,4.5,,2.38,1.0,43.0,0.17,,0.55,33.0,0.38,84.0,591.0,0.7,11.0,0.23,26.46,4.1,,,21.96,0.4,0.2,,0.02,0.08,0.04,,0.03,,,,0.06,,,0.03,0.03,0.05,0.11,0.07,0.02,0.08,1.5,0.07,0.02,0.06,0.08,Vegetables and Vegetable Products
